akt.citace;akt.název.vyhlášený;short_name;core_weak;core_strong;length;valid_from;n_ver;av_ver_life;int_n;ext_n;autonomy_coeff;int_link_dens;ext_link_dens;degree_in;degree_in_mult;degree_out;degree_out_mult;harmonic_centrality_in;harmonic_centrality_out;harmonic_centrality_all;knn_in;knn_out;knn_all;transitivity;page_rank_normal;hub_score;authority_score;betweenness;eigen_centrality;burt_constraint
361/2003 Sb.;Zákon o služebním poměru příslušníků bezpečnostních sborů;Zákon o služebním poměru příslušníků bezpečnostních sborů;TRUE;TRUE;1887;2003-10-31;24;269,9565217391304;284;101;0,7376623376623377;0,15050344462109169;0,053524112347641761;40;82;47;101;251,432142857145038;213,1011904761922438;327,077020202016570;24,524390243902438;40,3168316831683171;83,64480874316939;0,1496925955626838;0,002577834059093884;1,00762708225333e-02;1,55085997469637e-03;3,73537210133161e+03;3,02058030513347e-02;0,0674022848866232
129/2008 Sb.;Zákon o výkonu zabezpečovací detence a o změně některých souvisejících zákonů;Zákon o výkonu zabezpečovací detence;TRUE;TRUE;333;2008-04-16;9;684,7500000000000;17;10;0,6296296296296297;0,05105105105105105;0,030030030030030030;1;1;7;10;148,163401875900888;173,3384920634912589;255,315079365081743;5,000000000000000;28,6000000000000014;65,90909090909091;0,5000000000000000;0,000265292706251605;1,06226765309850e-04;2,79253498624527e-06;5,56573323630958e+00;6,44777714616120e-06;0,2070202325842429
168/1999 Sb.;Zákon o pojištění odpovědnosti za škodu způsobenou provozem vozidla a o změně některých souvisejících zákonů (zákon o pojištění odpovědnosti z provozu vozidla);Zákon o pojištění odpovědnosti z provozu vozidla;TRUE;TRUE;507;1999-07-30;26;356,8416666666666;249;30;0,8924731182795699;0,49112426035502960;0,059171597633136092;6;12;12;30;193,063492063491651;178,8230158730153789;272,868055555558158;54,416666666666664;36,8333333333333357;99,64285714285714;0,3856209150326797;0,000740725596053311;1,76311720417168e-03;2,73815155728580e-04;4,43478202888311e+01;2,62225021268024e-03;0,1360858696130761
377/2005 Sb.;Zákon o doplňkovém dozoru nad bankami, spořitelními a úvěrními družstvy, institucemi elektronických peněz, pojišťovnami a obchodníky s cennými papíry ve finančních konglomerátech a o změně některých dalších zákonů (zákon o finančních konglomerátech);Zákon o finančních konglomerátech;TRUE;TRUE;302;2005-09-29;19;351,0021929824561;91;26;0,7777777777777778;0,30132450331125826;0,086092715231788075;6;7;8;26;194,596825396825039;147,1226190476181728;245,411544011545487;27,857142857142858;27,3846153846153832;73,00000000000000;0,3076923076923077;0,000693259762141994;3,79613731708268e-04;4,78282916902975e-05;8,17051866408087e+01;2,38544463083016e-03;0,2101855149968041
56/2001 Sb.;Zákon o podmínkách provozu vozidel na pozemních komunikacích ;Zákon o provozu vozidel na pozemních komunikacích;TRUE;TRUE;1448;2001-02-19;41;205,4770833333333;615;50;0,9248120300751880;0,42472375690607733;0,034530386740331494;22;63;22;50;224,671031746033094;184,8773809523806904;285,555555555557305;17,111111111111111;26,7800000000000011;59,91150442477876;0,1585623678646934;0,001510014748249056;7,95826252529417e-04;6,18148461467940e-04;6,38820581737062e+02;8,87280910962829e-03;0,0860588973475934
277/2009 Sb.;Zákon o pojišťovnictví;Zákon o pojišťovnictví;TRUE;TRUE;2299;2009-08-31;21;252,7500000000000;1331;48;0,9651921682378535;0,57894736842105265;0,020878642888212267;31;62;35;48;239,012698412700956;207,8011904761918061;316,727020202017741;47,032258064516128;26,6250000000000000;80,09090909090909;0,1832167832167832;0,004898065983531264;1,92645120158713e-03;9,40676989961267e-04;3,62712063904353e+03;3,94283079901033e-02;0,0562364546072363
320/2015 Sb.;Zákon o Hasičském záchranném sboru České republiky a o změně některých zákonů (zákon o hasičském záchranném sboru);Zákon o HZS;TRUE;TRUE;322;2015-12-07;4;730,7500000000000;53;21;0,7162162162162162;0,16459627329192547;0,065217391304347824;9;14;11;21;210,113492063492458;174,4896825396817235;274,118055555558215;47,000000000000000;33,8095238095238102;86,65714285714286;0,2578947368421053;0,000710400095852115;8,29232202507779e-03;4,24722976843670e-04;7,99645827041229e+01;3,00776868476076e-03;0,1227483999058729
84/1919 Sb.;Zákon, jímž se ministr financí zmocňuje, aby provedl nařízením okolkování bankovek a soupis jmění za účelem uložení majetkové dávky.;Zákon o okolkování bankovek a soupisu jmění;FALSE;FALSE;38;1919-02-25;4;9574,2500000000000;1;0;1,0000000000000000;0,02631578947368421;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
213/1919 Sb.;Zákon o sloučení sousedních obcí s Brnem.;Zákon o sloučení obcí s Brnem;FALSE;FALSE;22;1919-04-23;2;19120,0000000000000;7;0;1,0000000000000000;0,31818181818181818;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
214/1919 Sb.;Zákon o sloučení sousedních obcí s Olomoucem.;Zákon o sloučení obcí s Olomoucem;FALSE;FALSE;22;1919-04-23;3;12746,6666666666661;7;0;1,0000000000000000;0,31818181818181818;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
215/1919 Sb.;Zákon o zabrání velkého majetku pozemkového.;Zákon o zabrání velkého majetku pozemkového;FALSE;FALSE;59;1919-04-24;4;12203,6527777777774;15;1;0,9375000000000000;0,25423728813559321;0,016949152542372881;2;28;1;1;0,205357142857143;1,0000000000000000;1,642857142857143;0,250000000000000;0,0000000000000000;2,72413793103448;0,6666666666666666;0,000650858223129801;4,62575948857293e-18;3,03757460797181e-19;1,00000000000000e+00;8,28523261513683e-19;0,9767011132209069
462/1919 Sb.;Zákon o propůjčování míst legionářům.;Zákon o propůjčování míst legionářům;TRUE;FALSE;58;1919-08-07;2;19067,0000000000000;17;0;1,0000000000000000;0,29310344827586204;0,000000000000000000;1;1;0;0;180,536904761903742;0,0000000000000000;218,275534188034158;71,000000000000000;NA;113,00000000000000;NA;0,000278266753065161;1,35659547985707e-18;1,61231204089456e-05;0,00000000000000e+00;6,19460732770151e-04;1,0000000000000000
81/1920 Sb.;Zákon, kterým se vydávají po rozumu §u 10 zákona ze dne 16. dubna 1919, č. 215 Sb. zák. a nař., ustanovení o přídělu zabrané půdy a upravuje se právní poměr ku přidělené půdě. (Zákon přídělový.);Zákon přídělový;FALSE;FALSE;255;1920-02-17;4;9485,0000000000000;98;7;0,9333333333333333;0,38431372549019610;0,027450980392156862;1;9;1;7;0,111111111111111;0,2678571428571428;0,378968253968254;0,000000000000000;1,0000000000000000;3,00000000000000;1,0000000000000000;0,000307893520075479;3,22839994871335e-18;9,64753256390244e-20;1,00000000000000e+00;4,31717133060248e-19;1,4432081445395393
114/1920 Sb.;Zákon, kterým se sousední obce a osady slučují s Prahou.;Zákon o sloučení obcí s Prahou;FALSE;FALSE;47;1920-03-04;3;12540,3333333333339;10;0;1,0000000000000000;0,21276595744680851;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
135/1920 Sb.;Zákon o poměru pražských universit.;Zákon o poměru pražských universit;FALSE;FALSE;22;1920-03-12;2;18958,0000000000000;1;0;1,0000000000000000;0,04545454545454546;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
236/1920 Sb.;Ústavní zákon, kterým se doplňují a mění dosavadní ustanovení o nabývání a pozbývání státního občanství a práva domovského v republice Československé.;Úst. zákon o státním občanství a právu domovském;FALSE;FALSE;66;1920-01-10;1;37978,0000000000000;22;0;1,0000000000000000;0,33333333333333331;0,000000000000000000;1;1;0;0;1,000000000000000;0,0000000000000000;1,000000000000000;0,000000000000000;NA;1,00000000000000;NA;0,000456861406890782;1,35659547985707e-18;4,27296737337190e-21;0,00000000000000e+00;2,40552192005117e-20;1,0000000000000000
329/1920 Sb.;Zákon o převzetí a náhradě za zabraný majetek pozemkový (zákon náhradový).;Zákon náhradový;FALSE;FALSE;319;1920-05-12;4;9463,7500000000000;133;31;0,8109756097560976;0,41692789968652039;0,097178683385579931;0;0;3;31;0,000000000000000;1,1736111111111112;1,611111111111111;NA;0,9677419354838710;2,67741935483871;0,6666666666666666;0,000246952111832855;3,08013252157530e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,8823879797924650
354/1921 Sb.;Zákon o převzetí statků a majetku, připadlých podle mírových smluv československému státu.;Zákon o převzetí majetku podle mírových smluv;FALSE;FALSE;34;1921-09-27;1;37352,0000000000000;19;0;1,0000000000000000;0,55882352941176472;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
504/1921 Sb.;Zákon, kterým se upravuje povinnost vrátiti nebo vydati věci movité pro státy oprávněné k jich požadování.;Zákon o povinnost vrátiti nebo vydati věci movité;FALSE;FALSE;19;1921-12-31;1;37257,0000000000000;4;0;1,0000000000000000;0,21052631578947367;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
168/1924 Sb.;Zákon o výkupu místní dráhy Holič—Hodonín.;Zákon o místní dráze Holič—Hodonín;FALSE;FALSE;19;1924-07-26;1;36319,0000000000000;3;0;1,0000000000000000;0,15789473684210525;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
152/1926 Sb.;Ústavný zákon o udelení štátneho občianstva československého niektorým osobám.;Úst. zákon o štátnom občianstvu československém;FALSE;FALSE;40;1926-08-07;1;35562,0000000000000;9;1;0,9000000000000000;0,22500000000000001;0,025000000000000001;0;0;1;1;0,000000000000000;1,0000000000000000;1,000000000000000;NA;0,0000000000000000;1,00000000000000;NA;0,000246952111832855;1,22779323260727e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
156/1926 Sb.;Zákon o pohledávkách ze závazků vzniklých bývalému Rakousku, bývalému Uhersku, bývalému mocnářství Rakousko-uherskému, říši Německé a německým státům.;Zákon o závazkům vzniklých některým státům;FALSE;FALSE;7;1926-08-14;1;35570,0000000000000;5;0;1,0000000000000000;0,71428571428571430;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
98/1937 Sb.;Zákon o platnosti sňatků uzavřených v době od 28. října 1918 do 13. července 1919 na území Slovenska nebo Podkarpatské Rusi pouze před duchovním správcem.;Zákon o platnosti sňatků na území Slovenska;FALSE;FALSE;12;1937-06-18;1;31609,0000000000000;4;0;1,0000000000000000;0,33333333333333331;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
5/1945 Sb.;Dekret presidenta republiky o neplatnosti některých majetkově-právních jednání z doby nesvobody a o národní správě majetkových hodnot Němců, Maďarů, zrádců a kolaborantů a některých organisací a ústavů;Dekret o neplatnosti jednání z doby nesvobody;TRUE;FALSE;101;1945-05-23;1;28713,0416666666679;19;0;1,0000000000000000;0,18811881188118812;0,000000000000000000;12;21;0;0;174,667893217892185;0,0000000000000000;209,520634920633881;3,809523809523809;NA;8,00000000000000;0,0757575757575758;0,001908022561618792;1,85030379542917e-17;9,48665188870774e-06;0,00000000000000e+00;6,47669885187879e-05;0,1897128600648243
12/1945 Sb.;Dekret presidenta republiky o konfiskaci a urychleném rozdělení zemědělského majetku Němců, Maďarů, jakož i zrádců a nepřátel českého a slovenského národa;Dekret o konfiskaci zemědělského majetku;TRUE;FALSE;69;1945-06-23;1;28682,0416666666679;38;0;1,0000000000000000;0,55072463768115942;0,000000000000000000;16;27;0;0;172,332911532910373;0,0000000000000000;222,397557997558152;6,037037037037037;NA;14,96296296296296;0,2750000000000000;0,004959174554002635;2,17055276777131e-17;6,93246738626405e-05;0,00000000000000e+00;2,02922533379248e-04;0,2136866928573532
36/1945 Sb.;Dekret presidenta republiky o plnění závazků znějících na říšské marky;Dekret o plnění závazků v říšských markách;FALSE;FALSE;14;1945-08-01;1;28643,0416666666679;4;0;1,0000000000000000;0,28571428571428570;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
50/1945 Sb.;Dekret presidenta republiky o opatřeních v oblasti filmu;Dekret o opatřeních v oblasti filmu;TRUE;FALSE;12;1945-08-28;2;17607,0416666666679;4;1;0,8000000000000000;0,33333333333333331;0,083333333333333329;0;0;1;1;0,000000000000000;1,0000000000000000;158,612475024973804;NA;0,0000000000000000;12,00000000000000;NA;0,000246952111832855;3,30154564532592e-08;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
54/1945 Sb.;Dekret presidenta republiky o přihlašování a zjišťování válečných škod a škod způsobených mimořádnými poměry;Dekret o přihlašování a zjišťování válečných škod;FALSE;FALSE;50;1945-08-31;1;28605,0416666666679;12;0;1,0000000000000000;0,23999999999999999;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
60/1945 Sb.;Ústavní dekret presidenta republiky o přípravě provedení smlouvy mezi Československou republikou a Svazem sovětských socialistických republik o Zakarpatské Ukrajině ze dne 29. června 1945;Úst. dekret o Zakarpatské Ukrajině;FALSE;FALSE;4;1945-09-01;1;28612,0416666666679;1;0;1,0000000000000000;0,25000000000000000;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
95/1945 Sb.;Dekret presidenta republiky o přihlášení vkladů a jiných peněžních pohledávek u peněžních ústavů, jakož i životních pojištění a cenných papírů;Dekret o přihlášení vkladů u peněžních ústavů;TRUE;FALSE;129;1945-10-23;1;28560,0000000000000;87;0;1,0000000000000000;0,67441860465116277;0,000000000000000000;1;1;0;0;1,500000000000000;0,0000000000000000;141,258369408370157;1,000000000000000;NA;3,00000000000000;NA;0,000353846138718332;1,35659547985707e-18;1,60985733157726e-20;0,00000000000000e+00;4,39982273854445e-20;1,0000000000000000
102/1945 Sb.;Dekret presidenta republiky o znárodnění akciových bank;Dekret o znárodnění bank;TRUE;FALSE;63;1945-10-27;2;14278,0000000000000;22;1;0,9565217391304348;0,34920634920634919;0,015873015873015872;2;2;1;1;153,284126984125720;2,7833333333333337;182,191071428570268;9,500000000000000;3,0000000000000000;17,33333333333333;0,6666666666666666;0,000489145483143153;2,06310752262230e-10;4,69626421710464e-11;0,00000000000000e+00;2,88592977878790e-05;0,3623079058840307
103/1945 Sb.;Dekret presidenta republiky o znárodnění soukromých pojišťoven;Dekret o znárodnění pojišťoven;TRUE;FALSE;70;1945-10-27;4;7139,0000000000000;32;1;0,9696969696969697;0,45714285714285713;0,014285714285714285;2;4;1;1;150,170634920633915;2,7833333333333337;180,474404761903571;8,250000000000000;3,0000000000000000;14,80000000000000;0,6666666666666666;0,000668060906117254;2,06310752262230e-10;4,89386917798658e-11;0,00000000000000e+00;2,88765318483817e-05;0,4671921974300646
105/1945 Sb.;Dekret presidenta republiky o očistných komisích pro přezkoumání činnosti veřejných zaměstnanců;Dekret o očistných komisích;FALSE;FALSE;228;1945-10-30;3;9517,6666666666661;105;0;1,0000000000000000;0,46052631578947367;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
108/1945 Sb.;Dekret presidenta republiky o konfiskaci nepřátelského majetku a Fondech národní obnovy;Dekret o konfiskaci nepřátelského majetku;TRUE;FALSE;130;1945-10-30;2;14276,5000000000000;47;1;0,9791666666666666;0,36153846153846153;0,007692307692307693;17;42;1;1;183,730230880229954;1,0000000000000000;228,349542124542324;4,023809523809524;0,0000000000000000;9,62790697674419;0,1764705882352941;0,003705729644997782;2,41263807090174e-07;2,63734104487293e-05;4,10448192161784e+01;9,97021801669235e-05;0,1738394208157727
131/1945 Sb.;Dekret presidenta republiky o vybudování Akademického domu - Památníku 17. listopadu;Dekret o vybudování Akademického domu;TRUE;FALSE;13;1945-11-17;1;28535,0000000000000;4;1;0,8000000000000000;0,30769230769230771;0,076923076923076927;0;0;1;1;0,000000000000000;1,5000000000000000;168,519877344875141;NA;1,0000000000000000;18,00000000000000;NA;0,000246952111832855;9,17847723711697e-08;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
33/1945 Sb.;Ústavní dekret presidenta republiky o úpravě československého státního občanství osob národnosti německé a maďarské;Úst. dekret o čs. státním občanství;TRUE;FALSE;16;1945-08-10;1;28634,0416666666679;3;0;1,0000000000000000;0,18750000000000000;0,000000000000000000;5;17;0;0;174,892063492062647;0,0000000000000000;219,303113553113462;3,647058823529412;NA;8,64705882352941;0,3000000000000000;0,000773185634160448;7,77263131728127e-18;1,55397883841065e-05;0,00000000000000e+00;1,08028008561387e-04;0,5462054001259659
138/1945 Sb.;Dekret presidenta republiky o trestání některých provinění proti národní cti;Dekret o trestání provinění proti národní cti;FALSE;FALSE;8;1945-11-26;3;9508,6666666666661;1;0;1,0000000000000000;0,12500000000000000;0,000000000000000000;1;1;0;0;1,000000000000000;0,0000000000000000;1,000000000000000;0,000000000000000;NA;1,00000000000000;NA;0,000456861406890782;1,35659547985707e-18;4,27296737337190e-21;0,00000000000000e+00;3,14224425215179e-20;1,0000000000000000
124/1945 Sb.;Dekret presidenta republiky o některých opatřeních ve věcech knihovních;Dekret o opatřeních ve věcech knihovních;TRUE;FALSE;25;1945-11-15;2;14268,5000000000000;6;3;0,6666666666666666;0,23999999999999999;0,119999999999999996;0;0;3;3;0,000000000000000;3,0000000000000000;175,642038517036497;NA;0,3333333333333333;15,33333333333333;0,3333333333333333;0,000246952111832855;3,66064035889276e-07;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,3469442529973525
91/1945 Sb.;Dekret presidenta republiky o obnovení československé měny;Dekret o obnovení československé měny;TRUE;FALSE;84;1945-10-20;5;5712,6000000000004;45;0;1,0000000000000000;0,53571428571428570;0,000000000000000000;1;1;0;0;1,500000000000000;0,0000000000000000;141,258369408370157;1,000000000000000;NA;3,00000000000000;NA;0,000353846138718332;1,35659547985707e-18;1,60985733157726e-20;0,00000000000000e+00;3,97699997567186e-20;1,0000000000000000
81/1945 Sb.;Dekret presidenta republiky o některých opatřeních v oboru spolkovém;Dekret o opatřeních v oboru spolkovém;TRUE;FALSE;14;1945-10-10;1;28566,0000000000000;3;1;0,7500000000000000;0,21428571428571427;0,071428571428571425;0;0;1;1;0,000000000000000;1,0000000000000000;158,612475024973804;NA;0,0000000000000000;12,00000000000000;NA;0,000246952111832855;3,30154564532592e-08;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
79/1945 Sb.;Dekret presidenta republiky o zatímní úpravě soudnictví v zemích České a Moravskoslezské;Dekret o soudnictví;FALSE;FALSE;20;1945-10-05;2;14285,5000000000000;5;0;1,0000000000000000;0,25000000000000000;0,000000000000000000;2;2;0;0;2,000000000000000;0,0000000000000000;2,000000000000000;0,000000000000000;NA;1,00000000000000;0,0000000000000000;0,000666770701948708;2,71319095971414e-18;1,03389656431486e-20;0,00000000000000e+00;4,96145753140673e-20;0,5000000000000000
74/1945 Sb.;Dekret presidenta republiky o reaktivaci a o opětném ustanovení provdaných žen ve veřejné službě;Dekret o reaktivaci provdaných žen;FALSE;FALSE;33;1945-10-03;1;28580,0000000000000;21;0;1,0000000000000000;0,63636363636363635;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
68/1945 Sb.;Dekret presidenta republiky o reaktivaci veřejných zaměstnanců;Dekret o reaktivaci veřejných zaměstnanců;FALSE;FALSE;23;1945-09-20;1;28593,0416666666679;8;0;1,0000000000000000;0,34782608695652173;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
58/1945 Sb.;Dekret presidenta republiky o platovém přídavku státním a některým jiným veřejným zaměstnancům;Dekret o platovém přídavku;FALSE;FALSE;14;1945-08-01;1;28643,0416666666679;2;0;1,0000000000000000;0,14285714285714285;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
59/1945 Sb.;Dekret presidenta republiky, jímž se zrušují jmenování veřejných zaměstnanců z doby nesvobody;Dekret o zrušení jmenování z doby nesvobody;FALSE;FALSE;31;1945-09-01;1;28612,0416666666679;3;0;1,0000000000000000;0,09677419354838709;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
53/1945 Sb.;Dekret presidenta republiky o odčinění křivd československým veřejným zaměstnancům;Dekret o odčinění křivd veřejným zaměstnancům;FALSE;FALSE;82;1945-08-31;1;28612,0416666666679;41;0;1,0000000000000000;0,50000000000000000;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
47/1945 Sb.;Ústavní dekret presidenta republiky o Prozatímním Národním shromáždění;Úst. dekret o Prozatímním Národním shromáždění;FALSE;FALSE;12;1945-08-27;1;28617,0416666666679;2;0;1,0000000000000000;0,16666666666666666;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
35/1945 Sb.;Dekret presidenta republiky o přechodném omezení výplat vkladů u peněžních ústavů (peněžních podniků) v pohraničním území;Dekret o omezení výplat vkladů;TRUE;FALSE;47;1945-08-01;1;28643,0416666666679;16;1;0,9411764705882353;0,34042553191489361;0,021276595744680851;0;0;1;1;0,000000000000000;1,0000000000000000;158,612475024973804;NA;0,0000000000000000;12,00000000000000;NA;0,000246952111832855;3,30154564532592e-08;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
8/1945 Sb.;Dekret presidenta republiky o věnování nemovitostí Svazu sovětských socialistických republik jako projev díků;Dekret o věnování nemovitostí SSSR;FALSE;FALSE;8;1945-06-02;1;28703,0416666666679;3;0;1,0000000000000000;0,37500000000000000;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
34/1946 Sb.;"Zákon, jímž se vymezuje pojem ""československého partyzána""";Zákon o vymezení pojmu čs. partyzána;TRUE;FALSE;34;1946-03-04;1;28428,0000000000000;19;0;1,0000000000000000;0,55882352941176472;0,000000000000000000;2;3;0;0;146,846572871572107;0,0000000000000000;173,436637382223978;9,666666666666666;NA;16,00000000000000;1,0000000000000000;0,000570441644178726;2,71319095971414e-18;1,85716499569674e-06;0,00000000000000e+00;7,81792942645404e-05;0,7593815458804183
74/1946 Sb.;Ústavní zákon o udělení státního občanství krajanům vracejícím se do vlasti;Úst. zákon o udělení občanství vracejícím se krajanům;TRUE;FALSE;11;1946-04-29;3;9457,3333333333321;5;0;1,0000000000000000;0,45454545454545453;0,000000000000000000;3;6;0;0;103,276258871846849;0,0000000000000000;134,550887021476711;4,333333333333333;NA;10,33333333333333;0,0000000000000000;0,000352944704643758;4,62575948857293e-18;7,80367290533597e-08;0,00000000000000e+00;1,23010140146385e-05;0,3333333333333333
76/1946 Sb.;Zákon o zrušení a o změně soudních rozhodnutí v občanských věcech právních z doby nesvobody;Zákon o soudních rozhodnutích v obč. věcech z doby nesvobody;TRUE;FALSE;38;1946-04-29;1;28372,0000000000000;1;1;0,5000000000000000;0,02631578947368421;0,026315789473684209;0;0;1;1;0,000000000000000;1,0000000000000000;165,921266233764186;NA;0,0000000000000000;16,00000000000000;NA;0,000246952111832855;2,41263807064033e-07;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
115/1946 Sb.;Zákon o právnosti jednání souvisících s bojem o znovunabytí svobody Čechů a Slováků;Zákon o právnosti jednání souvisících s bojem o svobodu;FALSE;FALSE;6;1946-06-04;1;28336,0416666666679;2;0;1,0000000000000000;0,33333333333333331;0,000000000000000000;0;0;0;0;0,000000000000000;0,0000000000000000;0,000000000000000;NA;NA;NA;NA;0,000246952111832855;1,35659547985707e-18;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;NA
251/1946 Sb.;Zákon o vyvlastnění Pražského sanatoria v Praze-Podolí;Zákon o vyvlastnění Pražského sanatoria;TRUE;FALSE;12;1946-12-30;1;28126,9583333333321;2;1;0,6666666666666666;0,16666666666666666;0,083333333333333329;0;0;1;1;0,000000000000000;1,9166666666666667;158,039062326561236;NA;3,0000000000000000;13,00000000000000;NA;0,000246952111832855;3,60148155703816e-08;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
143/1947 Sb.;Zákon o převodu vlastnictví majetku hlubocké větve Schwarzenbergů na zemi Českou;Zákon o převodu majetku Schwarzenbergů;TRUE;FALSE;26;1947-08-13;1;27901,0416666666679;9;2;0,8181818181818182;0,34615384615384615;0,076923076923076927;0;0;2;2;0,000000000000000;2,0000000000000000;170,192099567097330;NA;0,5000000000000000;12,00000000000000;1,0000000000000000;0,000246952111832855;3,91608092286719e-07;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;0,6149393913944178
148/1947 Sb.;Zákon o opatřeních k provedení československo-maďarské dohody o výměně obyvatelstva;Zákon o provedení dohody o výměně obyvatelstva;TRUE;FALSE;6;1947-08-20;1;27894,0416666666679;1;1;0,5000000000000000;0,16666666666666666;0,166666666666666657;0;0;1;1;0,000000000000000;1,5000000000000000;168,519877344875141;NA;1,0000000000000000;18,00000000000000;NA;0,000246952111832855;9,17847723711697e-08;0,00000000000000e+00;0,00000000000000e+00;4,96498695435711e-20;1,0000000000000000
